firstname,p_f_r_his,p_f_r_whi,p_f_r_bla,p_f_r_asi,p_f_r_oth
LUIZ,8.74E-05,7.30E-06,0,0,0.000116836
LUKAS,0,1.32E-05,0,0,0
LUKASZ,0,1.50E-05,0,0,0
LUKE,3.28E-05,0.000288225,3.57E-05,0.000167728,0.000233672
LULA,1.09E-05,1.50E-05,0.000339328,0,0
LUPE,0.000513232,1.14E-05,0,0,0
LUTHER,5.46E-06,4.65E-05,0.000383977,0,0
LUZ,0.002336844,2.33E-05,8.93E-06,0.000227631,0.000116836
LY,0,4.56E-07,0,0.000311495,0
LYDIA,0.000753468,0.000204768,0.000428625,0.000305504,0.000116836
LYLE,1.64E-05,0.000166459,2.68E-05,3.59E-05,0.000116836
LYMAN,0,1.92E-05,1.79E-05,0,0
LYN,0,5.56E-05,0,3.59E-05,0.000116836
LYNDA,9.28E-05,0.000434162,0.00029468,9.58E-05,0.00058418
LYNDON,5.46E-06,1.69E-05,6.25E-05,4.79E-05,0
LYNDSAY,5.46E-06,2.01E-05,0,0,0
LYNDSEY,5.46E-06,1.92E-05,8.93E-06,0,0.000116836
LYNETTE,6.55E-05,0.000218905,0.000357188,0.000113815,0
LYNN,0.000185637,0.001572014,0.000526852,0.000616999,0.000934689
LYNNE,4.37E-05,0.00051762,0.000142875,7.79E-05,0.000116836
LYNNETTE,2.73E-05,7.16E-05,7.14E-05,3.00E-05,0.000233672
LYUBOV,5.46E-06,2.60E-05,0,0,0
LYUDMILA,1.09E-05,4.10E-05,0,0,0
MA,4.91E-05,1.37E-06,0,0.000143767,0
MABEL,0.000163797,2.37E-05,0.000232172,0.000155747,0
MABLE,0,4.10E-06,0.000205383,3.59E-05,0
MAC,5.46E-06,1.14E-05,4.46E-05,1.80E-05,0
MACIEJ,0,1.78E-05,0,0,0
MACK,1.09E-05,3.19E-05,0.000205383,1.20E-05,0.000116836
MACKENZIE,5.46E-06,2.51E-05,8.93E-06,0,0.000116836
MADELEINE,1.09E-05,3.92E-05,2.68E-05,4.79E-05,0.000116836
MADELINE,9.83E-05,0.000119486,0.000151805,4.19E-05,0.000233672
MADELYN,3.82E-05,4.10E-05,2.68E-05,3.59E-05,0.000116836
MADHAVI,0,2.28E-06,0,0.000227631,0.000116836
MADHU,0,4.56E-06,0,0.000293524,0.000116836
MADONNA,1.09E-05,3.24E-05,1.79E-05,2.40E-05,0.000116836
MAE,5.46E-06,2.42E-05,0.000392906,0.000125796,0
MAGALY,0.000152878,2.28E-06,0,0,0
MAGDA,0.000152878,1.78E-05,0,1.20E-05,0
MAGDALENA,0.000589671,4.93E-05,8.93E-06,9.58E-05,0.000116836
MAGDY,0,1.32E-05,0,4.79E-05,0
MAGGIE,7.10E-05,6.48E-05,0.000160734,0.000287534,0
MAHA,0,1.46E-05,0,2.40E-05,0
MAHENDRA,0,5.47E-06,0,0.000281543,0.000116836
MAHER,5.46E-06,1.55E-05,0,2.40E-05,0.000116836
MAHESH,0,8.21E-06,2.68E-05,0.000497194,0.000116836
MAHMOOD,0,1.46E-05,0,0.000113815,0.000116836
MAHMOUD,5.46E-06,2.92E-05,2.68E-05,7.19E-05,0
MAI,5.46E-06,7.75E-06,0,0.000970426,0.000350508
MAIA,5.46E-06,1.32E-05,1.79E-05,1.20E-05,0
MAJID,0,1.87E-05,0,9.58E-05,0.000116836
MAJOR,5.46E-06,8.21E-06,0.000116086,2.40E-05,0
MAKSIM,0,1.46E-05,0,0,0
MALCOLM,0,0.000115381,0.000321469,3.00E-05,0
MALGORZATA,0,4.88E-05,0,0,0
MALIA,5.46E-06,1.82E-05,0,0,0.000116836
MALIK,5.46E-06,6.38E-06,0.000107156,4.79E-05,0
MALINDA,0,5.66E-05,0.000160734,5.99E-06,0
MALISSA,1.09E-05,2.23E-05,1.79E-05,0,0
MALLORY,1.09E-05,3.56E-05,4.46E-05,5.99E-06,0
MAMIE,0,9.12E-06,0.00028575,2.40E-05,0
MAMTA,0,3.19E-06,0,0.000143767,0
MAN,0,1.37E-06,0,0.000485213,0
MANDEEP,0,8.21E-06,0,0.000125796,0
MANDI,1.09E-05,3.74E-05,0,0,0
MANDY,4.91E-05,0.000139096,1.79E-05,0.000143767,0.000116836
MANFRED,5.46E-06,2.23E-05,1.79E-05,0,0.000116836
MANH,5.46E-06,4.56E-07,0,0.000167728,0
MANISH,0,9.12E-06,8.93E-06,0.000611009,0.000350508
MANISHA,0,4.56E-06,0,0.000329466,0.000116836
MANJIT,1.09E-05,6.84E-06,0,0.000287534,0
MANJU,0,1.82E-06,8.93E-06,0.000173718,0.000116836
MANJULA,0,2.28E-06,0,0.000149757,0
MANOJ,5.46E-06,5.93E-06,0,0.000569077,0.000116836
MANPREET,5.46E-06,2.28E-06,0,0.000143767,0
MANSOUR,5.46E-06,1.23E-05,8.93E-06,3.59E-05,0.000116836
MANU,0,2.74E-06,8.93E-06,0.000161738,0
MANUEL,0.008331832,0.000162355,0.000160734,0.000515164,0.000817853
MANUELA,0.000349435,2.01E-05,1.79E-05,2.40E-05,0
MAO,0,4.56E-07,8.93E-06,0.000173718,0
MARA,0.000114658,7.71E-05,1.79E-05,3.00E-05,0.000116836
MARC,0.000251156,0.001159286,0.000696516,0.000149757,0.001051525
MARCEL,4.91E-05,5.06E-05,0.000160734,3.59E-05,0
MARCELA,0.000420414,1.60E-05,0,3.00E-05,0
MARCELINO,0.000398574,4.10E-06,0,7.79E-05,0.000116836
MARCELLA,0.000131038,0.000120398,0.000178594,3.00E-05,0
MARCELLE,1.09E-05,1.92E-05,7.14E-05,0,0
MARCELLO,2.18E-05,1.19E-05,1.79E-05,0,0
MARCELO,0.000453173,1.55E-05,0,3.59E-05,0
MARCI,3.28E-05,0.000115381,2.68E-05,1.80E-05,0.000116836
MARCIA,0.000289376,0.000679062,0.000901898,5.99E-05,0.00058418
MARCIE,3.82E-05,0.00010398,1.79E-05,3.00E-05,0
MARCIN,5.46E-06,3.15E-05,0,0,0
MARCO,0.002320464,0.00010398,0.000107156,5.39E-05,0
MARCOS,0.001485097,1.69E-05,2.68E-05,3.59E-05,0.000116836
MARCUS,0.000185637,0.000300995,0.001473398,0.000125796,0.000350508
MARCY,4.37E-05,0.000135448,2.68E-05,5.99E-06,0
MARDI,0,8.21E-06,0,0,0
MAREK,0,4.93E-05,0,5.99E-06,0
MAREN,5.46E-06,2.28E-05,1.79E-05,5.99E-06,0
MARGARET,0.000742549,0.003075619,0.00200025,0.000587048,0.002103049
MARGARITA,0.002380523,6.07E-05,6.25E-05,0.000125796,0.000116836
MARGARITO,0.000393114,4.56E-07,0,5.99E-06,0
MARGENE,0,6.84E-06,0,0,0
MARGERY,0,3.33E-05,8.93E-06,1.20E-05,0.000116836
MARGIE,9.28E-05,0.000117662,0.000330398,4.19E-05,0
MARGIT,0,1.60E-05,0,5.99E-06,0
MARGO,4.37E-05,0.000118118,0.000142875,0,0
MARGOT,1.09E-05,5.84E-05,3.57E-05,0,0
MARGUERITE,4.91E-05,0.000135904,0.000214313,3.00E-05,0.000467344
MARI,4.91E-05,8.94E-05,4.46E-05,0.000101835,0
MARIA,0.036144644,0.001762644,0.000901898,0.003570209,0.001635705
MARIAH,5.46E-06,2.74E-05,2.68E-05,0,0.000116836
MARIAM,2.73E-05,2.42E-05,3.57E-05,4.19E-05,0.000116836
MARIAN,5.46E-05,0.000283665,0.000330398,0.000155747,0.000233672
MARIANA,0.000316675,2.96E-05,8.93E-06,2.40E-05,0
MARIANN,0,4.20E-05,2.68E-05,0,0
MARIANNA,3.28E-05,4.47E-05,8.93E-06,2.40E-05,0.000116836
MARIANNE,3.82E-05,0.000435986,2.68E-05,0.000125796,0.000233672
MARIANO,0.000404034,8.67E-06,0,7.79E-05,0
MARIBEL,0.001146582,1.46E-05,0,9.58E-05,0
MARIBETH,5.46E-06,5.06E-05,0,4.79E-05,0.000116836
MARICELA,0.000824447,7.75E-06,0,0,0
MARIE,0.000584211,0.000991915,0.002830711,0.000563087,0.001168361
MARIELA,0.000196557,5.02E-06,0,5.99E-06,0
MARIETTA,3.82E-05,3.47E-05,7.14E-05,0.000131786,0.000233672
MARIJO,0,1.09E-05,0,0,0
MARIKA,5.46E-06,1.55E-05,4.46E-05,2.40E-05,0
MARILEE,5.46E-06,4.61E-05,0,0,0.000116836
MARILOU,2.73E-05,2.33E-05,8.93E-06,0.000293524,0.000116836
MARILYN,0.000404034,0.001172512,0.001357313,0.000437291,0.00058418
MARILYNN,5.46E-06,4.20E-05,2.68E-05,5.99E-06,0
MARIN,5.46E-05,1.46E-05,0,1.20E-05,0
MARINA,0.000775308,0.000173756,1.79E-05,0.000191689,0.000233672
MARINO,4.91E-05,7.75E-06,8.93E-06,2.40E-05,0
MARIO,0.00582573,0.000245356,0.000392906,0.000395359,0.000233672
MARION,7.10E-05,0.000303275,0.000750094,3.00E-05,0.000233672
MARISA,0.000234776,0.000126327,7.14E-05,5.39E-05,0
MARISELA,0.000518692,2.74E-06,8.93E-06,0,0
MARISOL,0.000813527,1.46E-05,1.79E-05,0,0
MARISSA,0.000163797,9.30E-05,6.25E-05,0.000155747,0.000116836
MARITA,3.28E-05,2.78E-05,8.93E-06,3.59E-05,0
MARITZA,0.000737089,1.32E-05,8.93E-06,5.99E-06,0
MARIUS,0,2.10E-05,1.79E-05,0,0
MARIUSZ,0,2.92E-05,0,0,0
MARIYA,0,2.33E-05,0,0,0
MARJORIE,0.000125578,0.000458789,0.000482203,0.000149757,0.000233672
MARJORY,0,2.33E-05,1.79E-05,0,0
MARK,0.001659814,0.010509279,0.002509242,0.001509552,0.004556607
MARKO,1.64E-05,1.73E-05,0,0,0
MARKUS,5.46E-06,4.01E-05,1.79E-05,0,0.000116836
MARLA,6.55E-05,0.000209784,0.000169664,3.59E-05,0.000233672
MARLEEN,0,1.37E-05,8.93E-06,1.20E-05,0
MARLENA,3.28E-05,2.10E-05,6.25E-05,0,0
MARLENE,0.000595131,0.000447388,0.000491133,0.000161738,0.000701016
MARLIN,3.82E-05,4.88E-05,6.25E-05,0,0
MARLO,1.64E-05,2.87E-05,5.36E-05,1.20E-05,0.000116836
MARLON,0.000245696,1.82E-05,0.000687586,0.000125796,0.000116836
MARLYN,4.37E-05,1.41E-05,5.36E-05,3.00E-05,0
MARLYS,0,2.14E-05,0,5.99E-06,0
MARNA,0,1.73E-05,8.93E-06,0,0
MARNI,5.46E-06,2.74E-05,0,5.99E-06,0
MARNIE,0,3.83E-05,8.93E-06,0,0
MARSHA,8.19E-05,0.000478855,0.000741164,5.39E-05,0.000350508
MARSHALL,3.28E-05,0.000217537,0.00028575,5.39E-05,0.000233672
MARTA,0.000879046,9.53E-05,2.68E-05,0,0.000233672
MARTHA,0.00518146,0.001088142,0.001071563,0.000161738,0.000934689
MARTI,1.64E-05,3.01E-05,1.79E-05,5.99E-06,0
MARTIN,0.004094937,0.001359949,0.000366117,0.000371398,0.00058418
MARTINA,0.000360354,6.29E-05,8.04E-05,2.40E-05,0
MARTINE,2.18E-05,1.69E-05,7.14E-05,5.99E-06,0
MARTY,3.28E-05,0.000125871,8.93E-05,1.20E-05,0.000116836
MARTYN,0,1.14E-05,0,0,0
MARVA,0,1.64E-05,0.000392906,0,0.000116836
MARVIN,0.000464093,0.000408167,0.001500188,0.000227631,0.000233672
MARY,0.00323227,0.009938757,0.007009805,0.002156502,0.007944853
MARYA,0,9.58E-06,0,0,0
MARYAM,0,3.65E-05,5.36E-05,7.79E-05,0.000116836
MARYANN,6.01E-05,0.000278192,4.46E-05,4.79E-05,0.000233672
MARYANNE,5.46E-06,7.71E-05,0,3.59E-05,0
MARYBETH,1.09E-05,8.53E-05,8.93E-06,0,0
MARYELLEN,1.09E-05,6.61E-05,8.93E-06,0,0
MARYJANE,1.64E-05,1.32E-05,0,1.20E-05,0
MARYLEE,0,1.05E-05,0,0,0
MARYLOU,4.91E-05,3.33E-05,0,1.20E-05,0
MARYLYNN,0,1.28E-05,0,0,0
MARZENA,0,1.23E-05,0,0,0
MASON,1.09E-05,4.56E-05,2.68E-05,5.99E-06,0
MASOOD,5.46E-06,6.84E-06,0,0.000107825,0
MASOUD,0,1.69E-05,0,5.99E-05,0.000233672
MASSIMO,1.09E-05,1.92E-05,0,0,0
MATHEW,4.37E-05,0.000206592,2.68E-05,0.000377388,0.000233672
MATHIEU,0,9.58E-06,0,0,0
MATILDA,3.28E-05,1.09E-05,4.46E-05,0,0
MATILDE,0.000283916,3.65E-06,8.93E-06,1.80E-05,0
MATT,1.09E-05,0.000228938,8.93E-06,4.79E-05,0.000116836
MATTHEW,0.000851747,0.006799746,0.000928688,0.000718834,0.003037738
MATTHIAS,1.09E-05,2.65E-05,0,2.40E-05,0
MATTIE,0,1.64E-05,0.000589359,5.99E-06,0
MAURA,0.000114658,9.08E-05,0,1.80E-05,0.000116836
MAUREEN,0.000114658,0.001126906,0.000312539,0.000167728,0.000350508
MAURICE,0.000103738,0.000159618,0.001526977,5.99E-05,0
MAURICIO,0.001162962,8.67E-06,1.79E-05,2.40E-05,0
MAURO,0.000349435,1.32E-05,0,5.99E-06,0.000116836
MAURY,5.46E-06,1.23E-05,3.57E-05,0,0
MAVIS,0,1.82E-05,8.04E-05,1.20E-05,0.000116836
MAX,0.000229316,0.000191086,6.25E-05,9.58E-05,0.000233672
MAXIM,0,1.64E-05,0,0,0
MAXIMILIANO,0.000180177,1.82E-06,0,0,0
MAXIMINO,0.000147418,9.12E-07,0,1.20E-05,0
MAXIMO,0.000185637,2.74E-06,0,4.79E-05,0
MAXINE,4.91E-05,0.000107172,0.000723305,3.59E-05,0.000233672
MAXWELL,0,3.56E-05,3.57E-05,4.19E-05,0
MAY,1.64E-05,2.69E-05,5.36E-05,0.000880572,0
MAYA,1.09E-05,3.97E-05,0.000107156,0.000125796,0.000233672
MAYANK,0,2.74E-06,0,0.000143767,0
MAYNARD,5.46E-06,2.19E-05,8.93E-06,5.99E-06,0
MAYRA,0.001124743,1.23E-05,8.93E-06,0,0.000116836
MAZEN,5.46E-06,1.23E-05,0,1.20E-05,0
MEAGAN,0,6.52E-05,0,0,0
MEAGHAN,0,2.69E-05,0,0,0
MEENA,0,5.47E-06,0,0.000251592,0.000116836
MEERA,0,3.19E-06,0,0.000155747,0
MEG,0,2.46E-05,0,5.99E-06,0
MEGAN,9.28E-05,0.001029311,9.82E-05,5.99E-05,0.000116836
MEGGAN,0,1.32E-05,0,0,0
MEGHAN,3.82E-05,0.000253565,0,1.20E-05,0
MEGHANN,0,1.41E-05,0,0,0
MEHDI,1.09E-05,2.60E-05,0,9.58E-05,0
MEHMET,0,1.55E-05,0,2.40E-05,0.000116836
MEHRAN,5.46E-06,1.32E-05,0,1.80E-05,0
MEHRDAD,0,1.87E-05,0,3.00E-05,0
MEHUL,0,4.56E-06,0,0.000149757,0
MEI,1.09E-05,3.19E-06,0,0.001066271,0.000116836
MEL,1.09E-05,2.55E-05,0,1.20E-05,0.000116836
MELANIE,0.000272996,0.000913018,0.000544711,0.000293524,0.000701016
MELBA,0.000114658,2.78E-05,0.000142875,0.000101835,0.000116836
MELCHOR,0.000103738,4.56E-07,0,5.99E-05,0
MELINA,4.91E-05,1.55E-05,8.93E-06,2.40E-05,0.000116836
MELINDA,0.000305755,0.000660364,0.000241102,0.000191689,0.001051525
MELISA,6.01E-05,5.56E-05,8.93E-06,1.80E-05,0
MELISSA,0.001441418,0.003073339,0.000937617,0.000467242,0.002219886
MELLISA,0,1.14E-05,0,0,0
MELODIE,0,3.56E-05,4.46E-05,1.80E-05,0
MELODY,0.000103738,0.000259494,0.000169664,0.000143767,0.000350508
MELONIE,0,1.41E-05,3.57E-05,0,0.000233672
MELVA,5.46E-05,1.41E-05,0.000187523,5.99E-06,0
MELVIN,0.000289376,0.000302819,0.002027039,0.000257582,0.001168361
MELVYN,1.09E-05,1.60E-05,1.79E-05,3.59E-05,0.000116836
MENG,0,0,0,0.00020966,0
MERCEDES,0.000977325,3.19E-05,0.000107156,0.000119806,0
MERCY,8.74E-05,4.56E-06,8.04E-05,0.000113815,0.000116836
MEREDITH,1.64E-05,0.000340215,0.000107156,3.00E-05,0.000116836
MERI,0,1.78E-05,0,5.99E-06,0.000116836
MERIDETH,0,1.05E-05,0,0,0
MERIDITH,5.46E-06,1.41E-05,0,0,0
MERLE,1.09E-05,7.80E-05,6.25E-05,4.79E-05,0
MERLIN,2.73E-05,3.15E-05,3.57E-05,1.20E-05,0
MERRI,0,1.82E-05,0,0,0.000116836
MERRIE,0,2.19E-05,0,0,0
MERRILEE,5.46E-06,1.37E-05,0,0,0.000116836
MERRILL,0,5.06E-05,8.93E-06,0,0
MERRITT,5.46E-06,2.05E-05,0,0,0
MERRY,5.46E-06,3.79E-05,8.93E-06,2.40E-05,0
MERVIN,5.46E-06,1.78E-05,7.14E-05,2.40E-05,0.000116836
MERYL,0,3.01E-05,0,5.99E-06,0
MI,0,2.28E-06,8.93E-06,0.000658931,0
MIA,5.46E-05,4.42E-05,0.000303609,5.99E-05,0.000233672
MIAO,0,0,0,9.58E-05,0
MICA,0,1.05E-05,0,0,0
MICAELA,0.000202017,7.75E-06,0,5.99E-06,0
MICAH,1.09E-05,0.000120854,8.04E-05,3.59E-05,0
MICAHEL,0,1.60E-05,0,0,0
MICHAEL,0.005503595,0.025619217,0.011385352,0.005678789,0.01460451
MICHAELA,1.09E-05,5.34E-05,2.68E-05,1.80E-05,0
MICHAELENE,0,7.75E-06,0,0,0
MICHAL,5.46E-06,4.93E-05,0,5.99E-06,0
MICHALE,0,7.75E-06,0,0,0
MICHEAL,1.64E-05,6.80E-05,0.000151805,5.99E-06,0
MICHEL,9.83E-05,6.98E-05,9.82E-05,1.20E-05,0
MICHELE,0.000305755,0.001492661,0.000803672,0.000179709,0.000817853
MICHELINE,5.46E-06,1.41E-05,2.68E-05,0,0
MICHELL,5.46E-06,1.32E-05,8.93E-06,5.99E-06,0
MICHELLE,0.001648895,0.004096721,0.003009305,0.001533513,0.00327141
MICKEY,2.73E-05,7.75E-05,8.93E-05,5.39E-05,0.000116836
MICKIE,0,9.58E-06,0,0,0
MIECZYSLAW,0,9.58E-06,0,0,0
MIGDALIA,0.000180177,4.56E-06,0,0,0
MIGUEL,0.008883283,4.97E-05,8.93E-05,0.000119806,0.000233672
MIHAELA,1.09E-05,1.50E-05,0,0,0
MIHAI,0,1.60E-05,0,5.99E-06,0
MIHAIL,0,8.21E-06,0,0,0
MIKAEL,0,9.58E-06,0,0,0
MIKE,0.000354895,0.000403151,7.14E-05,0.000760766,0
MIKEL,5.46E-06,3.33E-05,2.68E-05,1.80E-05,0
MIKHAIL,0,7.75E-05,0,3.00E-05,0.000116836
MIKKI,0,1.14E-05,0,0,0
MILA,1.09E-05,1.41E-05,8.93E-06,0.000131786,0
MILAGROS,0.000376734,8.67E-06,8.93E-06,0.000287534,0.000116836
MILAN,0,3.92E-05,0,7.79E-05,0.000350508
MILDRED,0.000251156,0.00018835,0.000955477,0.000167728,0.000350508
MILENA,2.73E-05,1.82E-05,0,5.99E-06,0
MILES,5.46E-06,9.21E-05,8.93E-05,7.79E-05,0.000116836
MILIND,0,4.10E-06,8.93E-06,0.000167728,0
MILLARD,5.46E-06,2.14E-05,2.68E-05,5.99E-06,0
MILLICENT,1.09E-05,1.78E-05,0.000133945,1.80E-05,0.000116836
MILLIE,5.46E-06,2.14E-05,7.14E-05,4.19E-05,0
MILO,1.64E-05,2.05E-05,1.79E-05,5.99E-06,0.000233672
MILOS,0,6.84E-06,0,0,0
MILTON,0.000409494,0.000145937,0.000794742,0.000161738,0
MIMI,1.09E-05,3.01E-05,1.79E-05,0.000257582,0
MIN,0,1.37E-06,0,0.001335833,0
MINA,2.18E-05,3.65E-05,6.25E-05,0.000191689,0.000116836
MINDI,0,2.87E-05,0,0,0
MINDY,4.91E-05,0.000208416,8.93E-06,0.000197679,0.000116836
MINERVA,0.000393114,1.09E-05,5.36E-05,0.000119806,0
MING,1.09E-05,1.82E-06,0,0.001383756,0.000116836
MINH,1.09E-05,1.82E-06,0,0.00189293,0.000116836
MINNIE,5.46E-06,1.87E-05,0.000392906,2.40E-05,0
MIRA,5.46E-06,1.82E-05,1.79E-05,5.39E-05,0
MIRANDA,5.46E-05,8.57E-05,0.000116086,7.19E-05,0
MIRCEA,0,1.32E-05,0,0,0
MIREILLE,5.46E-06,9.58E-06,8.04E-05,5.99E-06,0
MIRELA,0,1.32E-05,0,0,0
MIREYA,0.000251156,3.65E-06,8.93E-06,5.99E-06,0
MIRIAM,0.001130203,0.000202031,0.000223242,0.000113815,0.000233672
MIRNA,0.000431333,7.30E-06,0,5.99E-06,0
MIROSLAW,0,1.78E-05,0,0,0
MISAEL,0.000202017,1.37E-06,0,1.20E-05,0
MISTI,0,3.01E-05,8.93E-06,5.99E-06,0.000233672
MISTY,2.73E-05,0.000220273,8.04E-05,5.99E-06,0.000350508
MITCH,5.46E-06,3.47E-05,0,1.20E-05,0.000116836
MITCHEL,1.09E-05,3.33E-05,2.68E-05,1.20E-05,0
MITCHELL,0.000109198,0.000549544,0.000339328,0.000131786,0.000701016
MITRA,1.09E-05,1.28E-05,1.79E-05,4.79E-05,0.000116836
MITZI,4.37E-05,6.25E-05,4.46E-05,4.19E-05,0.000116836
MODESTO,0.000229316,0,0,4.79E-05,0
MOHAMAD,5.46E-06,3.56E-05,8.93E-06,9.58E-05,0.000116836
MOHAMED,2.73E-05,7.02E-05,0.000267891,0.00041333,0.000817853
MOHAMMAD,1.64E-05,0.000131343,4.46E-05,0.001821046,0.001635705
MOHAMMED,2.18E-05,7.07E-05,0.000169664,0.001377765,0.001518869
MOHAN,1.09E-05,9.12E-06,0,0.000515164,0.000233672
MOHSEN,0,2.33E-05,0,4.79E-05,0
MOIRA,1.64E-05,4.97E-05,8.93E-06,1.20E-05,0
MOISES,0.000917266,7.30E-06,0,5.39E-05,0.000116836
MOLLIE,1.09E-05,5.66E-05,3.57E-05,0,0
MOLLY,5.46E-05,0.000441459,5.36E-05,0.000125796,0.000350508
MONA,9.28E-05,0.000134992,0.000223242,0.000317485,0.000116836
MONICA,0.002637139,0.000792164,0.001625203,0.000473232,0.001051525
MONIKA,2.73E-05,0.000113557,3.57E-05,0.000149757,0.000233672
MONIQUE,0.000207477,0.000131343,0.000982266,0.000101835,0.00058418
MONROE,0,8.67E-06,9.82E-05,0,0
MONTE,2.18E-05,9.71E-05,6.25E-05,5.99E-06,0
MONTGOMERY,0,1.50E-05,0,5.99E-06,0
MONTY,2.73E-05,6.61E-05,0,1.80E-05,0.000233672
MOON,5.46E-06,1.37E-06,0,0.000197679,0
MORDECHAI,0,1.05E-05,0,0,0
MORGAN,1.64E-05,0.000177405,6.25E-05,9.58E-05,0.000116836
MORRIS,1.64E-05,0.0001017,0.000348258,3.59E-05,0.000116836
MORTON,5.46E-06,2.83E-05,1.79E-05,1.20E-05,0
MOSES,7.10E-05,1.92E-05,0.000330398,7.19E-05,0
MOSHE,0,3.56E-05,0,1.20E-05,0
MOSTAFA,5.46E-06,1.00E-05,0,4.79E-05,0
MU,0,0,0,0.000131786,0
MUHAMMAD,0,3.65E-05,7.14E-05,0.000748785,0.000467344
MUKESH,5.46E-06,7.30E-06,0,0.000305504,0.000233672
MURALI,0,2.74E-06,0,0.000257582,0.000116836
MURAT,0,1.55E-05,8.93E-06,0,0
MURIEL,2.73E-05,5.43E-05,0.000267891,1.80E-05,0.000116836
MURRAY,0,7.57E-05,3.57E-05,0,0
MUSTAFA,0,2.33E-05,4.46E-05,7.19E-05,0
MY,0,1.82E-06,8.93E-06,0.000443281,0
MYKHAYLO,0,7.75E-06,0,0,0
MYLES,5.46E-06,3.47E-05,4.46E-05,1.80E-05,0
MYONG,5.46E-06,3.65E-06,0,0.000233621,0.000116836
MYRA,0.000114658,0.000112645,0.00027682,0.000131786,0.000116836
MYRIAM,0.000125578,1.05E-05,4.46E-05,1.80E-05,0
MYRNA,0.000322135,8.94E-05,0.000125016,0.000329466,0.000350508
MYRON,5.46E-06,0.0001017,0.00029468,4.19E-05,0.000233672
MYRTLE,0,1.96E-05,0.00027682,1.20E-05,0.000116836
MYUNG,0,0,0,0.000485213,0
NABIL,1.64E-05,3.74E-05,8.93E-06,5.99E-05,0
NADA,5.46E-06,2.14E-05,0,5.99E-06,0
NADEEM,0,5.93E-06,8.93E-06,0.000125796,0.000116836
NADER,0,3.88E-05,0,6.59E-05,0
NADEZHDA,0,1.73E-05,0,0,0
NADIA,0.000125578,6.29E-05,0.000151805,0.000149757,0.000350508
NADINE,3.82E-05,0.000153234,0.000410766,0.000113815,0.000350508
NAI,0,0,0,0.000143767,0
NALINI,0,6.38E-06,1.79E-05,9.58E-05,0
NAM,0,4.56E-07,0,0.000724824,0
NAN,5.46E-06,3.79E-05,8.93E-06,0.00021565,0.000116836
NANCEE,0,1.05E-05,0,0,0
NANCI,4.37E-05,4.33E-05,8.93E-06,0,0
NANCIE,5.46E-06,1.46E-05,8.93E-06,5.99E-06,0.000116836
NANCY,0.002260405,0.004899374,0.000875109,0.001509552,0.002920902
NANETTE,3.82E-05,0.000112189,7.14E-05,0.000107825,0
NANG,0,0,0,9.58E-05,0
NANNETTE,1.64E-05,3.28E-05,3.57E-05,0,0.000116836
NAOMI,0.000196557,0.00016874,0.000348258,0.000239611,0.000350508
NAPOLEON,4.91E-05,2.74E-06,0.000107156,3.59E-05,0
NARCISO,9.83E-05,2.74E-06,0,4.19E-05,0
NARENDRA,0,3.19E-06,0,0.000281543,0
NARESH,0,4.10E-06,8.93E-06,0.000257582,0.000116836
NARINDER,0,2.74E-06,0,0.000269563,0.000116836
NASSER,0,1.41E-05,0,5.39E-05,0.000116836
NATALIA,0.000272996,7.48E-05,4.46E-05,3.00E-05,0.000116836
NATALIE,0.000360354,0.000646683,0.000616148,0.000113815,0.000934689
NATALIYA,5.46E-06,3.15E-05,0,0,0
NATALYA,5.46E-06,4.01E-05,0,1.20E-05,0
NATASHA,8.19E-05,0.000116749,0.000776883,7.19E-05,0.000233672
NATE,0,1.46E-05,0,0,0
NATHALIE,3.82E-05,2.83E-05,8.93E-05,3.00E-05,0.000116836
NATHAN,0.000136498,0.001231798,0.0005715,0.000365407,0.001518869
NATHANAEL,1.09E-05,2.92E-05,2.68E-05,1.80E-05,0
NATHANIEL,5.46E-05,0.000243076,0.001455539,8.39E-05,0.000350508
NATIVIDAD,0.000207477,3.19E-06,0,0.000125796,0
NAVEEN,1.64E-05,6.84E-06,0,0.000245602,0
NAVIN,0,2.28E-06,8.93E-06,0.000149757,0.000116836
NEAL,1.09E-05,0.00029461,5.36E-05,0.000113815,0.000233672
NED,2.73E-05,4.79E-05,6.25E-05,1.80E-05,0
NEDRA,0,1.60E-05,6.25E-05,0,0
NEELAM,0,4.56E-06,0,0.000155747,0.000116836
NEENA,5.46E-06,7.30E-06,0,0.000101835,0
NEERAJ,0,3.65E-06,0,0.00022164,0
NEETA,5.46E-06,3.19E-06,0,0.000131786,0.000116836
NEHA,0,5.02E-06,8.93E-06,0.000197679,0
NEIL,9.28E-05,0.000638018,0.000133945,0.000245602,0.000467344
NELDA,5.46E-05,3.01E-05,4.46E-05,1.20E-05,0
NELIA,3.28E-05,5.02E-06,0,0.000101835,0
NELL,0,1.78E-05,2.68E-05,0,0
NELLA,0,7.30E-06,0,0,0
NELLIE,0.000180177,4.47E-05,0.000214313,7.19E-05,0.000116836
NELLY,0.000333055,1.60E-05,1.79E-05,7.19E-05,0
NELSON,0.001425038,0.000146849,0.000232172,0.000479223,0.00058418
NENITA,1.09E-05,2.74E-06,0,0.000257582,0
NESTOR,0.000513232,7.30E-06,8.93E-06,0.00020966,0
NETTIE,0,1.14E-05,0.000187523,0,0
NEVA,5.46E-06,2.23E-05,0,0,0.000116836
